88161,687.0,3469.0,1750.0,2506.0
88171,686.0,3469.0,1750.0,2506.0
88181,686.0,3469.0,1361.0,2506.0
88191,686.0,3469.0,1361.0,2506.0
88201,686.0,3469.0,1361.0,2506.0
88211,686.0,3469.0,1361.0,2506.0
88221,686.0,3469.0,1361.0,2506.0
88231,686.0,3469.0,1361.0,2506.0
88241,686.0,3469.0,1361.0,2506.0
88251,686.0,3042.0,1361.0,2506.0
88261,686.0,3042.0,1361.0,2540.0
88271,686.0,3042.0,1361.0,2540.0
88281,686.0,3042.0,1101.0,2540.0
88291,686.0,3042.0,1101.0,2540.0
88301,686.0,3042.0,1101.0,2540.0
88311,686.0,3042.0,1101.0,2540.0
88321,686.0,3042.0,1101.0,2540.0
88331,686.0,3042.0,1101.0,2540.0
88341,686.0,3042.0,1101.0,2540.0
88351,686.0,3323.0,1101.0,2540.0
88361,686.0,3323.0,1101.0,2482.0
88371,682.0,3323.0,1101.0,2482.0
88381,682.0,3323.0,1163.0,2482.0
88391,682.0,3323.0,1163.0,2482.0
88401,682.0,3323.0,1163.0,2482.0
88411,682.0,3323.0,1163.0,2482.0
88421,682.0,3323.0,1163.0,2482.0
88431,682.0,3323.0,1163.0,2482.0
88441,682.0,3323.0,1163.0,2482.0
88451,682.0,2531.0,1163.0,2482.0
88461,682.0,2531.0,1163.0,2492.0
88471,682.0,2531.0,1163.0,2492.0
88481,682.0,2531.0,1029.0,2492.0
88491,682.0,2531.0,1029.0,2492.0
88501,682.0,2531.0,1029.0,2492.0
88511,682.0,2531.0,1029.0,2492.0
88521,682.0,2531.0,1029.0,2492.0
88531,682.0,2531.0,1029.0,2492.0
88541,682.0,2531.0,1029.0,2492.0
88551,682.0,3034.0,1029.0,2492.0
88561,682.0,3034.0,1029.0,2632.0
88571,683.0,3034.0,1029.0,2632.0
88581,683.0,3034.0,817.0,2632.0
88591,683.0,3034.0,817.0,2632.0
88601,683.0,3034.0,817.0,2632.0
88611,683.0,3034.0,817.0,2632.0
88621,683.0,3034.0,817.0,2632.0
88631,683.0,3034.0,817.0,2632.0
88641,683.0,3034.0,817.0,2632.0
88651,683.0,3132.0,817.0,2632.0
88661,683.0,3132.0,817.0,2595.0
88671,679.0,3132.0,817.0,2595.0
88681,679.0,3132.0,767.0,2595.0
88691,679.0,3132.0,767.0,2595.0
88701,679.0,3132.0,767.0,2595.0
88711,679.0,3132.0,767.0,2595.0
88721,679.0,3132.0,767.0,2595.0
88731,679.0,3132.0,767.0,2595.0
88741,679.0,3132.0,767.0,2595.0
88751,679.0,3025.0,767.0,2595.0
88761,679.0,3025.0,767.0,2559.0
88771,670.0,3025.0,767.0,2559.0
88781,670.0,3025.0,759.0,2559.0
88791,670.0,3025.0,759.0,2559.0
88801,670.0,3025.0,759.0,2559.0
88811,670.0,3025.0,759.0,2559.0
88821,670.0,3025.0,759.0,2559.0
88831,670.0,3025.0,759.0,2559.0
